TempOut;OutHum;SolarRad
23.8;77;0
23.8;77;0
23.9;77;0
23.8;77;0
23.7;78;0
23.6;78;0
23.4;78;0
23.2;78;0
23;79;0
22.9;79;0
22.9;80;1
22.8;80;9
22.9;79;19
23.1;78;25
23.3;77;31
23.6;76;35
23.9;75;104
24.5;74;319
24.7;74;379
25.4;71;438
25.4;71;497
25.6;71;566
25.8;70;576
26.6;68;645
26.9;67;687
26.8;67;713
27.2;66;760
26.3;68;791
26.9;66;814
27.1;66;823
27.4;64;840
27.7;64;861
27.9;64;861
28.3;62;875
28.2;62;857
28.4;63;866
28.6;65;863
28.4;62;844
28.5;62;827
28.6;62;804
28.7;62;776
28.6;61;731
28.2;63;680
28.1;62;568
28.2;61;466
28;62;166
28.2;63;179
28.2;62;180
27.9;63;74
27.7;64;45
27.6;65;43
26.9;68;37
26.4;69;31
26.2;70;30
26.1;70;41
25.6;71;17
25.2;72;6
25;72;0
24.8;72;0
24.6;73;0
24.3;74;0
24.3;74;0
24.2;75;0
24.2;75;0
24.1;75;0
23.7;77;0
23.7;77;0
23.8;78;0
23.9;78;0
23.8;79;0
23.8;79;0
23.9;78;0
23.6;78;0
23.6;78;0
23.7;78;0
23.7;77;0
23.7;77;0
23.6;77;0
23.4;78;0
23.1;80;0
22.7;81;0
22.8;81;0
22.8;81;0
22.9;80;0
22.8;81;0
22.7;82;0
22.8;81;0
22.8;81;0
22.7;82;0
22.6;82;0
22.7;82;0
22.6;83;0
22.6;82;0
22.4;83;0
22.3;83;0
22.3;83;0
22.2;83;0
22.2;83;0
22.2;83;0
22.2;83;0
22.1;84;0
21.9;84;0
21.8;85;0
21.8;85;0
21.8;85;0
21.7;86;0
21.5;86;0
21.7;85;7
21.7;85;18
21.8;85;28
21.9;85;38
22.3;84;51
22.7;82;93
23.3;81;193
23.8;77;239
24.4;77;374
25.4;73;493
26.1;71;552
26.4;70;596
26.3;69;612
26.7;69;690
27.2;68;733
27.2;67;751
27.8;66;799
28.6;63;805
28.6;61;844
28.4;63;838
28.3;64;844
29.1;63;854
29.2;61;860
29.6;60;860
29.6;61;856
29.7;61;844
28.9;63;836
29.4;62;817
29.9;59;791
29.7;62;766
30;60;734
29.9;60;645
30.1;61;608
29.4;62;334
29.1;63;185
28.8;65;172
28.4;66;154
28.3;66;133
27.6;69;116
27.2;70;85
26.9;71;57
26.8;72;75
26.7;72;49
26.4;74;37
26.1;75;28
25.7;76;9
25.4;77;0
25.1;78;0
24.9;79;0
24.8;80;0
24.8;79;0
24.8;80;0
24.5;81;0
24.2;82;0
23.9;82;0
23.6;84;0
22.9;87;0
22.8;87;0
23.3;84;0
23.6;83;0
23.9;82;0
23.8;82;0
23.7;83;0
23.7;84;0
23.7;84;0
23.7;84;0
23.6;83;0
23.4;84;0
23.1;86;0
22.9;86;0
22.8;86;0
22.7;87;0
22.3;88;0
22.8;86;0
23.2;84;0
23.2;83;0
23.1;83;0
23;83;0
22.9;83;0
22.8;84;0
22.8;83;0
22.6;84;0
22.7;83;0
22.8;82;0
22.7;82;0
22.8;82;0
22.7;82;0
22.6;82;0
22.4;82;0
22;84;0
22.6;82;0
22.1;83;0
22.4;82;0
22.5;82;0
22.6;82;0
22.3;83;0
21.9;85;7
22.1;84;15
22.8;82;24
23.5;80;30
23.8;79;41
24.3;78;147
25.2;76;306
25.3;75;362
25.9;73;416
26;74;472
26.3;73;522
27.1;70;552
27.4;71;621
27.7;69;682
28.6;65;729
28.6;65;809
28.6;66;603
28.2;68;591
28.8;65;1017
29.1;65;956
29.2;63;904
28.9;65;930
28.8;66;671
28.4;66;499
28.4;67;374
28.9;66;362
28.9;64;421
28.4;66;409
28.6;66;435
28.6;67;372
28.7;67;347
28.7;68;485
28.9;66;477
29.4;65;358
28.5;66;171
28.8;66;183
28.8;65;170
29;65;74
28.7;67;46
28.8;67;41
28.6;68;37
28.2;69;33
27.6;71;27
27.2;72;22
26.8;73;14
26.2;76;6
25.7;78;0
25.3;80;0
25.3;82;0
24.9;85;0
24.7;86;0
24.6;87;0
24.5;87;0
24.6;86;0
24.3;87;0
24;88;0
23.6;90;0
23.8;90;0
23.4;91;0
23.7;89;0
23.8;88;0
23.1;90;0
23.2;88;0
24.1;85;0
24.1;84;0
23.9;85;0
24.1;84;0
24.1;84;0
23.8;85;0
23.5;86;0
23.2;87;0
22.6;90;0
22.8;89;0
23.3;88;0
22.8;89;0
23.4;88;0
22.2;91;0
22.1;92;0
21.9;92;0
21.8;93;0
21.8;93;0
21.9;92;0
21.7;94;0
21.7;93;0
21.6;95;0
21.4;94;0
21.5;95;0
21.2;94;0
21.2;95;0
21.1;95;0
21.2;94;0
21.4;95;0
21.1;95;0
21.2;95;0
21.3;95;0
21.3;95;0
21.4;96;8
21.7;95;20
22.3;93;32
22.6;92;43
22.8;92;53
23.1;92;73
23.8;89;164
25.3;85;376
25.8;82;336
25.6;84;285
26.8;80;655
27.1;77;601
27.7;74;646
28.1;74;694
27.9;74;615
28.4;71;659
29.2;69;880
28.9;68;750
28.7;69;291
30.3;65;953
29.7;69;599
29.8;67;572
30.4;64;1008
31.1;60;1093
30.7;61;956
31.9;59;919
31.4;59;928
31.5;59;692
30.3;61;286
30.3;62;252
31.4;61;773
30.9;60;414
30.6;68;247
30.2;69;184
30.2;71;230
29.2;72;97
28.7;74;86
28.8;75;64
27.8;79;50
27.4;80;44
27.3;81;48
27.2;82;42
27;82;34
26.8;82;27
26.3;84;21
25.9;85;9
25.6;86;0
25.2;88;0
25.1;88;0
24.8;89;0
25;89;0
25.1;88;0
25.3;88;0
25.2;88;0
25.1;89;0
25;89;0
25;89;0
24.9;90;0
24.4;91;0
24.1;92;0
23.8;93;0
23.7;93;0
23.5;93;0
23.6;93;0
23.3;94;0
23.2;94;0
23.2;94;0
23.1;94;0
22.8;94;0
22.7;94;0
22.7;94;0
22.6;93;0
22.5;93;0
22.4;93;0
22.5;92;0
22.3;93;0
22.2;93;0
22.3;92;0
22.4;92;0
22.4;93;0
23.7;87;0
23.6;87;0
23.8;86;0
22.9;89;0
22.3;92;0
23.2;90;0
23.9;87;0
23.8;87;0
24.2;86;0
23.5;89;0
23.8;88;0
23.9;87;0
24;87;0
23.9;87;0
23.8;88;0
23.2;90;0
22.4;92;8
23;92;15
23.3;91;25
24.4;87;33
24.8;86;43
25.2;85;136
25.7;84;280
25.6;85;263
26.3;82;315
27.3;80;362
28.2;78;509
28.3;75;452
28.8;74;649
29.5;71;700
28.6;72;410
29.2;70;636
29.6;68;769
29.6;68;808
29;70;891
29.8;68;941
29.8;67;612
29.6;69;566
30.4;67;922
30.6;64;847
29.9;67;394
30.3;68;855
30.8;64;563
30.4;63;598
30.4;62;553
32;57;813
31.4;58;485
30.8;61;247
29.8;63;148
29.4;64;149
30.7;62;268
30.3;62;179
30.4;62;209
30.7;61;174
30.6;62;118
29.3;65;78
28.7;68;70
28.5;69;82
28;70;64
27.6;72;38
27.2;73;24
26.7;74;7
26.5;75;0
26.3;75;0
26.1;76;0
25.9;77;0
25.8;77;0
25.6;78;0
25.5;78;0
25.2;79;0
25.2;80;0
24.9;81;0
24.8;81;0
24.8;82;0
24.9;81;0
25.1;81;0
24.8;81;0
24.5;82;0
24.5;82;0
24.9;81;0
24.7;82;0
24.3;83;0
24.2;84;0
24;84;0
23.4;86;0
22.9;88;0
22.4;89;0
22.3;90;0
22.3;90;0
22.1;92;0
22.2;91;0
21.9;92;0
22.1;91;0
22.2;91;0
22.2;92;0
22.6;91;0
22.3;92;0
22.2;92;0
22.1;93;0
22.8;94;0
22.8;91;0
22;92;0
21.7;94;0
21.6;95;0
21.6;94;0
21.4;94;0
21.5;94;0
21.6;95;0
21.7;95;0
21.3;94;0
21.2;95;0
21.3;96;0
21.3;96;5
21.6;96;16
22.4;94;22
22.8;93;28
24.1;90;36
25.3;85;110
25.9;82;265
26.5;79;308
26.4;81;254
27.4;76;427
27.8;73;540
27.7;76;541
27.8;74;605
28.1;72;655
28.7;72;701
29.2;70;729
29.5;68;556
28.2;71;234
28.4;70;254
29.8;66;606
30.2;63;878
29.6;64;331
31.1;61;706
30.3;64;333
29.8;64;450
29.5;64;300
31;62;613
30.7;64;463
30.8;60;709
30.6;62;513
30.4;62;452
30.3;63;388
30;64;348
30.2;63;352
29.5;64;294
29.3;65;218
29.3;66;236
29.2;66;189
29.1;67;165
28.6;68;121
28;69;57
27.8;70;85
27.6;71;52
27.4;70;16
26.9;73;15
26.7;73;5
26.3;75;0
26.2;75;0
26;76;0
25.7;77;0
25.6;77;0
25.7;77;0
25.7;78;0
25.6;78;0
25.4;79;0
25.3;79;0
25.1;80;0
24.9;82;0
24.7;83;0
24.6;83;0
24.6;83;0
24.6;83;0
24.4;84;0
24.4;83;0
24.5;83;0
24.5;83;0
24.4;84;0
24.3;84;0
24.3;85;0
24.1;85;0
24.1;85;0
24.2;85;0
24.4;84;0
24.3;84;0
24.4;84;0
24.3;84;0
24.4;84;0
23.8;86;0
23.3;88;0
23.5;88;0
23.8;86;0
24.4;84;0
24.2;85;0
23.3;88;0
23.3;88;0
23.7;87;0
23.9;86;0
23.4;88;0
23.4;88;0
23.8;86;0
23.4;87;0
22.8;89;0
22.4;91;0
22.8;91;0
23.9;86;0
24.1;85;0
24.5;83;1
24.6;82;6
24.7;82;10
24.6;82;14
24.8;81;31
25.4;79;71
25.6;78;134
26.1;77;187
27.2;75;391
27.8;72;469
28.4;72;517
28.9;69;541
29.8;65;619
29.4;66;664
29.8;65;658
30.3;63;742
30.1;62;708
29.3;64;367
29.8;63;440
31.3;58;944
31.2;57;787
30.8;59;499
31.6;57;774
30.3;59;473
30.5;62;364
30.6;59;436
29.8;61;371
29.6;62;351
30.7;61;678
29.3;63;315
29.2;64;294
29.2;62;265
28.9;62;223
29.3;61;324
29.5;61;312
30;60;187
30.1;59;216
29.7;58;139
29.5;60;95
29.5;60;85
29.4;59;80
28.8;61;67
28.5;62;59
28;65;47
27.5;66;29
27.1;68;10
26.7;70;0
26.3;71;0
25.9;73;0
25.7;74;0
25.4;75;0
25.2;76;0
25;77;0
24.9;77;0
24.9;77;0
24.8;77;0
24.6;78;0
24.9;76;0
24.9;75;0
25.1;74;0
25.2;72;0
25.3;71;0
25.3;72;0
25.1;75;0
25.1;75;0
25.1;75;0
24.9;75;0
24.7;76;0
24.5;77;0
23.8;79;0
23.7;79;0
23.3;80;0
23.4;80;0
23.3;81;0
23;82;0
23.1;82;0
23.2;82;0
23;83;0
22.5;85;0
22.7;83;0
23.6;79;0
23.7;79;0
23.6;79;0
23.7;79;0
23.9;79;0
24;79;0
23.9;80;0
24.1;80;0
24.1;79;0
24.1;79;0
24.1;78;0
24.1;78;0
23.9;78;0
24.1;78;0
24.1;78;0
23.9;79;0
23.9;77;4
24.1;76;17
24.2;77;25
24.6;76;31
24.8;77;39
25.4;74;139
26.3;71;302
27;67;359
27.1;68;389
26.8;71;374
27.7;67;471
28.2;65;535
28.3;64;611
29.3;63;654
29.9;61;691
29.6;60;726
29.9;59;766
30.6;57;789
30.8;56;844
30.8;57;664
30.9;54;761
31.4;53;657
31.9;52;795
31.7;52;887
32.2;50;874
32.2;49;777
31.7;51;871
32.1;49;845
32.5;48;836
32.3;50;816
31.7;50;772
31.6;50;677
31.1;54;664
31.3;52;384
30.9;53;358
30.4;55;146
30.3;52;136
30.5;51;94
29.4;56;63
29.2;58;52
29;58;70
28.7;59;37
28.1;61;23
27.7;62;24
27.1;64;20
26.8;65;10
26.5;66;0
26.3;67;0
26.1;68;0
25.8;68;0
25.6;69;0
25.3;71;0
24.8;73;0
24.3;75;0
24.4;75;0
24.6;74;0
24.6;75;0
24.2;75;0
23.7;78;0
24.2;76;0
24.3;75;0
24.4;75;0
24.6;75;0
24.2;77;0
24.1;78;0
24;79;0
23.8;80;0
23.7;80;0
23.7;80;0
23.9;79;0
23.9;80;0
23.7;81;0
23.4;82;0
23.1;83;0
23.3;82;0
23.4;82;0
23.6;82;0
23.1;84;0
22.8;85;0
22.8;85;0
23.1;84;0
22.8;84;0
23.3;81;0
23.3;81;0
23.1;81;0
23.2;81;0
22.4;84;0
21.9;86;0
21.7;87;0
22.3;84;0
22.1;86;0
22.1;86;0
21.4;88;0
21.4;89;0
21.3;89;0
21.4;88;1
21.4;88;12
22.6;84;29
22.7;84;45
23.2;83;64
23.7;80;94
24.6;79;156
25.5;76;246
26.3;73;336
26.9;71;377
27.1;68;459
27.4;68;536
27.6;65;583
28.6;63;640
28.4;62;677
29.2;60;715
29.9;57;749
30.7;52;781
30.7;51;808
30.8;52;834
31.3;47;851
31.9;47;864
31.9;45;812
32.1;46;820
32.6;44;929
33.2;42;878
32.6;42;914
32.4;43;812
33.1;42;874
33.1;41;865
32.6;43;868
32.3;45;840
31.8;47;453
31.2;48;438
31.1;49;312
30.3;62;380
30;65;342
29.9;65;292
29.3;67;132
29.3;68;124
28.6;71;126
27.7;74;75
27.3;76;44
26.9;77;26
26.7;78;20
26.3;79;14
26.1;80;9
25.9;81;0
25.9;81;0
25.9;81;0
25.7;83;0
25.3;86;0
25.4;86;0
25.2;86;0
25.3;86;0
25.5;80;0
25.2;80;0
25;78;0
24.7;79;0
23.7;84;0
23.4;83;0
23.7;81;0
23.1;84;0
22.9;85;0
22.6;86;0
22.2;87;0
21.9;88;0
21.8;89;0
21.6;90;0
21.3;90;0
21.3;91;0
21.2;91;0
21.1;92;0
21;92;0
20.9;92;0
20.9;92;0
20.8;93;0
20.7;93;0
20.7;93;0
20.7;93;0
20.6;93;0
20.6;92;0
20.5;92;0
20.6;93;0
20.5;94;0
20.6;92;0
20.4;93;0
20.3;94;0
19.8;94;0
19.8;94;0
20.2;95;0
19.9;94;0
19.9;95;0
20;95;0
19.7;95;0
20;94;0
20.1;94;0
21.7;91;5
20.6;92;18
21.9;91;29
23.2;85;40
23.4;85;61
23.7;85;91
24.1;83;120
24.6;81;184
26;78;397
26.3;75;543
27.1;71;576
27.6;69;587
28.1;67;588
28.1;67;600
28.7;66;710
29.6;62;733
29.9;61;779
30.4;57;819
31.1;52;695
30.2;54;581
29.6;57;337
30.6;55;499
30.9;54;526
30.8;52;615
30.9;52;688
31.9;51;940
31.1;53;696
31.7;51;830
32.1;49;829
31.6;51;817
31.1;52;609
31.2;54;252
30;58;185
29.6;59;208
30.4;58;226
30.4;58;289
30.3;58;279
30.6;57;167
29.7;58;128
29.2;59;82
28.9;58;92
28.8;59;64
28.3;62;50
27.9;63;33
27.7;64;17
27.3;66;4
26.9;67;0
26.6;69;0
26.3;69;0
25.9;70;0
25.7;71;0
25.3;73;0
25.2;73;0
24.8;74;0
24.6;75;0
24.4;75;0
24.5;75;0
24.3;76;0
23.9;77;0
23.9;77;0
23.8;77;0
23.8;78;0
23.2;81;0
23;80;0
23.2;79;0
23.1;80;0
23.4;78;0
22.7;82;0
22;84;0
21.8;85;0
21.6;86;0
21.4;87;0
21.4;87;0
21.3;87;0
21.3;88;0
21.2;88;0
21.2;88;0
21.1;88;0
20.9;89;0
21.5;86;0
20.8;89;0
20.6;90;0
20.8;89;0
20.7;89;0
20.4;89;0
20.5;90;0
20;91;0
20.4;90;0
20.5;89;0
20.4;90;0
20.8;88;0
20.9;88;0
21.5;85;0
20.6;89;0
20.6;89;0
20.5;89;0
20.2;90;8
20.4;90;18
20.6;91;24
21.7;86;36
22.7;84;45
23.1;83;109
24.2;79;293
24.8;75;315
25.9;72;366
26.7;66;418
26.8;67;502
27.5;67;545
27.8;61;613
28.2;61;657
28.6;57;694
29.1;58;730
30.1;56;762
30;52;792
31.1;48;817
30.3;49;837
30.4;52;852
30.9;48;862
31;47;868
31.4;46;867
31.6;45;864
32.3;42;856
32.6;44;844
32.1;42;830
32.3;43;808
32.3;39;787
32.8;40;762
32.8;43;699
31;47;136
30.8;59;202
30.4;61;209
29.8;63;196
29.9;63;226
29.3;65;85
29.4;65;104
29.4;65;117
29.2;67;118
28.7;69;80
28.1;71;60
27.9;72;56
27.2;75;30
26.7;77;7
26.3;79;0
26;80;0
25.8;81;0
25.7;81;0
25.5;82;0
25.3;83;0
25.2;84;0
24.9;85;0
24.8;86;0
24.8;87;0
24.6;87;0
24.3;87;0
24.1;88;0
23.7;89;0
23.6;89;0
23.2;89;0
22.8;89;0
22.8;89;0
23.7;85;0
23.7;83;0
23.1;87;0
22.6;90;0
22.3;92;0
22.6;90;0
22.1;91;0
21.8;91;0
21.8;90;0
21.3;91;0
21.3;91;0
21.6;90;0
21.5;91;0
22.1;87;0
21.8;87;0
21.3;90;0
20.9;91;0
21.1;90;0
20.9;91;0
21;90;0
20.9;89;0
20.1;92;0
20.3;92;0
20.5;91;0
20.6;90;0
20.4;91;0
20.2;91;0
20.2;91;0
20.2;91;0
20.4;90;0
20.7;88;0
20.2;91;0
20.2;92;10
20.3;91;17
22.1;87;23
23.1;83;29
23.8;81;35
24.1;79;86
24.8;75;261
25.3;75;320
25.7;73;399
26.3;72;456
26.8;70;507
27.4;69;536
28.2;65;602
28.8;63;646
29.4;60;686
29.4;59;719
29.4;57;751
30.4;54;780
30.6;53;804
30.3;54;825
31.4;53;838
31;51;848
31.4;52;855
31.6;49;856
31.8;49;850
32.6;47;850
32.1;49;836
32.6;49;807
32.4;47;751
32.1;49;799
32.2;46;743
32.5;46;734
32.8;44;716
31.8;47;203
31.8;47;272
31.4;50;173
31.2;53;158
30.7;54;132
29.4;59;95
28.9;60;80
28.6;62;58
28.6;63;100
28.6;64;67
28.3;65;46
28.1;64;29
27.8;66;11
27.6;69;0
27.1;71;0
27.1;72;0
26.8;71;0
26.3;73;0
25.9;75;0
25.6;76;0
25.2;78;0
25.1;77;0
24.9;78;0
24.4;81;0
23.9;82;0
24;82;0
23.7;84;0
23.9;83;0
23.4;85;0
22.9;87;0
22.9;86;0
22.6;88;0
22.9;87;0
22.6;88;0
23.1;87;0
23.1;87;0
22.8;87;0
22.6;88;0
22.2;89;0
21.9;89;0
21.7;90;0
21.8;89;0
21.7;90;0
22.1;88;0
21.9;88;0
21.8;88;0
21.6;89;0
22;87;0
21.4;88;0
21.3;89;0
21.3;89;0
21.1;90;0
21;90;0
21;91;0
20.9;90;0
20.7;91;0
20.4;92;0
20.6;92;0
20.4;91;0
20.4;92;0
20.3;92;0
20.6;90;0
20.8;90;0
21.3;88;6
21.3;88;15
22.1;86;23
22.6;85;30
24;77;37
24.6;75;84
25.1;73;287
25.8;70;346
25.9;71;402
26.6;67;457
26.8;67;506
27.6;64;541
27.9;63;604
28.4;60;646
29.2;59;687
29.7;54;722
29.9;53;759
30.4;49;786
30.4;51;806
31;50;826
31.2;47;842
31.8;44;856
31.9;43;866
32.2;45;866
32.1;44;864
32.3;46;856
32.1;42;840
32.4;41;824
32.8;44;802
32.3;45;773
32.7;45;741
31.3;49;692
31.9;49;649
31.8;50;380
31.2;53;413
30.7;55;233
30.3;56;347
30.2;58;196
30.1;59;131
29.4;61;76
29.3;62;51
28.4;65;62
27.2;70;51
26.6;72;31
26.2;73;19
25.8;74;10
25.6;74;1
25.3;75;0
25.3;74;0
25.1;74;0
25.1;75;0
25.1;75;0
24.9;75;0
24.4;77;0
24.6;77;0
24.6;77;0
23.4;81;0
23.4;82;0
23.1;83;0
23;84;0
23.5;82;0
23.6;82;0
23.6;80;0
23.9;78;0
23.5;78;0
23.6;79;0
22.7;82;0
23.6;76;0
23.4;76;0
22.5;79;0
21.5;83;0
21.7;81;0
21.6;82;0
21.9;81;0
22;81;0
22.1;82;0
21.7;83;0
22.1;81;0
21.3;84;0
21.5;84;0
22.1;82;0
22.1;83;0
22.3;82;0
22;82;0
21.6;83;0
21.3;84;0
20.8;86;0
21.2;84;0
21.9;81;0
22.3;81;0
23.1;78;0
22.2;81;0
22.6;80;0
22;82;0
21.8;83;0
21.8;84;0
21.7;85;6
22.3;82;15
23.3;77;22
24.1;75;28
24.3;73;34
24.7;73;83
25.4;70;296
25.8;69;352
26.1;69;408
26.7;68;462
27.2;66;512
28.3;64;541
29.1;59;605
29.4;57;651
30.2;55;692
30.4;53;730
30.6;53;765
31.2;52;796
32.2;46;819
31.3;47;840
32;47;856
32.8;44;866
32.3;46;877
32.4;45;878
32.2;47;884
32.1;47;856
32.2;45;630
32.4;45;768
32.2;46;777
32.5;44;830
33.1;41;792
32.9;41;648
32.9;45;604
32.1;46;429
32.1;46;403
32.1;46;235
31.5;47;279
31.4;47;214
30.6;50;99
30.4;51;61
30;52;62
29.7;52;87
29.2;54;63
28.7;55;34
28.1;57;20
27.6;59;10
27.1;61;1
26.7;62;0
26.4;65;0
26.3;65;0
26;67;0
25.7;69;0
25.6;71;0
25.2;72;0
24.9;73;0
24.4;75;0
24.3;76;0
24.1;77;0
24;77;0
23.2;80;0
22.9;81;0
22.9;81;0
24.1;77;0
24.2;75;0
24.4;74;0
23.2;79;0
23;80;0
23.1;80;0
21.7;85;0
21.9;84;0
22.3;83;0
21.5;86;0
21.2;87;0
20.8;88;0
20.6;89;0
20.9;88;0
20.6;89;0
20.6;89;0
20.1;90;0
20.3;90;0
19.9;91;0
20.1;91;0
19.9;91;0
20.2;91;0
19.8;91;0
19.7;92;0
19.9;91;0
19.7;91;0
19.6;92;0
19.8;91;0
20;91;0
19.8;91;0
20.2;90;0
22.5;83;0
20.5;88;0
19.5;91;0
19.9;89;5
19.9;90;14
20.6;89;20
21.3;87;26
22.2;83;31
23.5;80;74
24.5;75;261
25.9;72;336
27.1;68;406
26.7;65;459
27.1;64;513
27.7;63;542
28.2;63;607
28.7;58;650
29.4;55;688
29.4;56;723
29.7;54;727
30.1;54;768
31;49;811
30.9;49;821
31.8;46;845
31.3;44;857
31.7;44;864
32.1;45;866
32.1;43;866
32.2;43;858
31.7;43;848
32.6;42;830
32.4;42;816
32;43;796
32.8;41;766
31.6;44;274
31.6;46;187
31.8;45;350
31.8;45;437
31.8;45;290
31.4;46;385
31.1;47;148
31.1;48;68
30.8;49;54
29.9;53;43
29.4;54;35
29;56;29
28.8;57;24
28.4;57;17
28.1;60;9
27.6;62;1
27.2;63;0
26.7;65;0
26.5;66;0
26.3;68;0
26.3;68;0
26.3;68;0
26.1;69;0
25.8;70;0
25.5;71;0
25.1;73;0
24.8;74;0
24.6;75;0
24.5;75;0
24.4;75;0
24.3;76;0
24.2;75;0
24.1;76;0
23.6;77;0
23.1;79;0
22.9;80;0
23.1;79;0
22.7;80;0
22.6;80;0
23.2;77;0
22.6;79;0
22.5;79;0
22.6;79;0
22.5;78;0
21.9;80;0
21.7;81;0
21.4;82;0
20.9;84;0
20.3;86;0
19.8;88;0
19.3;90;0
19.4;89;0
19.1;90;0
19;90;0
18.9;91;0
18.7;91;0
18.9;92;0
19.2;91;0
19.2;90;0
20;89;0
20.2;89;0
19.6;91;0
19.3;92;0
19.3;92;0
19.1;92;0
19.2;93;5
19.6;92;13
20.6;91;20
23.4;80;25
23.9;79;30
24.3;76;73
25.3;73;272
25.9;71;354
26.1;70;405
26.6;69;422
27.4;68;469
28.6;61;517
28.7;59;621
29.2;54;666
29.8;53;708
30.5;51;744
30.4;50;776
31.5;46;804
31.6;44;829
32.1;44;847
32;44;865
32.3;41;874
33.1;43;879
32.9;40;882
33.3;40;879
32.9;40;870
33.3;41;858
33.1;39;841
33.5;40;819
33.3;42;801
32.9;42;759
32.8;44;727
32.4;44;676
32.5;45;317
32.3;47;350
31.9;47;372
31.4;48;441
31.1;50;126
31;50;82
30.7;50;53
30.5;51;47
30.2;51;42
29.6;53;35
29.2;55;28
28.4;57;20
28;60;11
27.5;62;1
27.1;64;0
26.8;65;0
26.6;67;0
26.5;67;0
26.2;68;0
26.1;69;0
25.8;71;0
25.6;72;0
25.3;73;0
24.9;75;0
24.3;77;0
24.3;76;0
24.3;76;0
24.1;77;0
24.3;76;0
24.1;77;0
23.8;78;0
24.2;77;0
23.6;79;0
23.7;78;0
23.2;80;0
23.5;78;0
22.8;81;0
22.1;83;0
21.7;85;0
22.4;83;0
21.4;85;0
20.7;87;0
20.3;89;0
20.1;90;0
19.9;90;0
19.6;91;0
19.5;91;0
19.8;91;0
19.9;90;0
19.6;90;0
19.8;90;0
19.9;89;0
20.2;89;0
20.8;87;0
20.9;86;0
20.1;88;0
20.3;89;0
20.5;86;0
20.7;86;0
19.7;89;0
20.1;88;0
19.8;88;0
19.6;89;0
19.5;90;4
19.8;90;14
20.6;90;21
21.1;87;26
22;87;32
23.1;85;72
25.2;80;255
25.8;73;306
26.6;69;376
27.3;70;462
27.8;66;513
27.9;64;546
28.4;63;613
28.8;61;656
30.1;58;700
29.8;55;731
29.7;58;763
30.1;53;793
30.4;51;816
31.3;48;856
31.7;46;873
31.4;49;902
31.8;49;950
31.1;51;676
31.7;48;902
32.4;46;921
32;46;869
32.3;45;844
32.5;47;837
32.7;46;822
32.2;48;635
32.1;46;838
31.9;47;539
31.7;47;301
32.1;48;354
31.3;51;197
31.8;49;234
29.8;66;194
29.6;68;153
29.2;70;127
28.8;71;119
28.6;72;100
28.4;72;83
28;74;49
27.7;75;38
27.1;76;16
26.7;77;2
26.3;78;0
25.9;79;0
25.8;76;0
26.2;74;0
25.8;76;0
25.4;77;0
25.2;78;0
25.2;78;0
25.1;78;0
25;78;0
25.1;77;0
25.1;76;0
24.9;77;0
24.7;78;0
24.8;77;0
24.7;78;0
24.3;79;0
24.1;80;0
23.8;81;0
23.5;82;0
23.4;82;0
23;84;0
22.3;86;0
22.2;86;0
22.2;86;0
22.4;85;0
23;83;0
22.8;83;0
21.9;86;0
21.5;88;0
21.2;90;0
20.8;89;0
20.6;91;0
20.5;90;0
20.5;90;0
20.1;92;0
20.2;91;0
20.2;91;0
20.3;91;0
20.3;92;0
19.9;92;0
19.9;92;0
19.7;93;0
19.7;94;0
19.3;93;0
19;94;0
19.2;93;0
19.1;94;0
19.1;93;0
18.9;94;4
19.6;92;14
20.1;92;21
21.6;88;26
22.2;86;32
23.5;81;63
24.9;76;259
25.7;71;320
26.2;69;398
27.1;66;469
27.5;64;523
27.9;61;553
28.8;56;619
29.4;56;665
30;52;708
29.9;51;743
31.2;49;780
31.1;49;811
31.7;46;834
32;45;854
32.4;41;870
32.4;40;884
33.6;39;890
33.4;39;892
33.6;36;892
33.8;39;882
33.9;38;860
33.8;40;848
34;41;816
33.9;41;793
33.8;43;772
33.4;45;737
32.9;45;610
32.4;45;198
33.2;44;396
32.7;44;286
32.8;45;401
31.6;47;72
31.6;49;112
31.3;50;67
30.9;52;54
30.6;54;48
30;56;31
29.5;59;30
29.1;61;21
28.6;64;12
28;67;2
27.4;70;0
27;70;0
26.8;71;0
26.5;72;0
26.5;71;0
26.2;72;0
26.2;71;0
26;71;0
25.8;72;0
25.3;74;0
24.7;77;0
24.8;76;0
25.3;74;0
24.6;77;0
25.1;75;0
25.1;75;0
24.4;78;0
24.5;78;0
23.5;82;0
23.2;82;0
22.8;84;0
23;83;0
22.4;86;0
22.1;87;0
21.9;87;0
21.6;89;0
21.9;88;0
21.7;89;0
22;88;0
21.6;90;0
21.8;89;0
21.3;90;0
21.6;90;0
21.3;91;0
21.3;91;0
21.2;91;0
23;86;0
21.5;89;0
21.4;91;0
21.4;91;0
21.4;92;0
21.6;91;0
21.3;92;0
21.2;91;0
20.9;93;0
21;93;0
21.8;90;0
21.4;91;0
21.2;92;0
21.2;92;5
21.8;90;14
23.6;84;21
24.2;81;28
24.6;80;35
24.9;78;78
25.7;76;282
26.3;74;340
27.1;71;399
27.8;68;456
28.6;65;510
28.8;63;547
29.5;60;606
30.2;56;650
30.6;54;692
30.5;54;725
30.8;53;761
32.2;52;789
32.2;49;813
32.2;49;834
33.1;46;853
32.7;47;864
33.4;47;877
32.9;48;874
32.7;48;865
32.9;47;850
32.3;48;838
33.1;49;826
32.1;51;797
31.9;51;728
31.7;50;743
